12422	3
0	1	0	0.939019	0.004025	0.004025
1	0	0	0.000000	0.000000	0.000000
2	1	0	0.742824	0.015251	0.015251
3	1	0	0.999881	0.001187	0.001187
4	1	0	0.032631	0.611152	0.611152
5	1	0	0.971284	0.002713	0.002713
6	1	0	0.862009	0.007568	0.007568
7	1	0	0.039693	0.563766	0.563766
8	1	0	0.109180	0.315355	0.315355
9	1	0	0.347590	0.091001	0.091001
10	1	0	0.041960	0.550139	0.550139
11	1	0	0.999244	0.001296	0.001296
12	1	0	0.117097	0.299063	0.299063
13	1	0	0.045062	0.532552	0.532552
14	1	0	0.842390	0.008620	0.008620
15	1	0	0.371944	0.081689	0.081689
16	1	0	0.010830	0.840978	0.840978
17	1	0	0.064681	0.442665	0.442665
18	1	0	0.032670	0.610872	0.610872
19	1	0	0.063123	0.448730	0.448730
20	1	0	0.088769	0.364749	0.364749
21	1	0	0.999988	0.001141	0.001141
22	1	0	0.931755	0.004328	0.004328
23	1	0	0.993470	0.001716	0.001716
24	1	0	0.497031	0.047472	0.047472
25	1	0	0.155046	0.236454	0.236454
26	1	0	0.310580	0.107558	0.107558
27	1	0	0.703478	0.018608	0.018608
28	1	0	0.999545	0.001254	0.001254
29	1	0	0.118214	0.296872	0.296872
30	1	0	0.043510	0.541207	0.541207
31	1	0	0.806180	0.010763	0.010763
32	1	0	0.814049	0.010274	0.010274
33	1	0	0.172291	0.214265	0.214265
34	1	0	0.190967	0.193424	0.193424
35	1	0	0.396728	0.073279	0.073279
36	1	0	0.910688	0.005236	0.005236
37	1	0	0.937413	0.004092	0.004092
38	1	0	0.961703	0.003102	0.003102
39	1	0	0.826315	0.009538	0.009538
40	1	0	0.059060	0.465299	0.465299
41	1	0	0.186071	0.198605	0.198605
42	1	0	0.604135	0.029649	0.029649
43	1	0	0.109259	0.315187	0.315187
44	1	0	0.419810	0.066278	0.066278
45	1	0	0.258420	0.137388	0.137388
46	0	0	0.000000	0.000000	0.000000
47	1	0	0.295118	0.115502	0.115502
48	1	0	0.227271	0.160177	0.160177
49	1	0	0.020459	0.717699	0.717699
50	1	0	0.026304	0.661665	0.661665
